fecha,hora,usuario
2020-01-05,00:08:37,user0121
2020-01-05,00:10:23,user0121
2020-01-05,11:11:19,user0121
2020-01-05,11:35:23,user0121
2020-01-05,12:08:02,user0121
2020-01-05,12:53:46,user0121
2020-01-05,12:57:47,user0121
2020-01-05,13:03:18,user0121
2020-01-05,13:17:06,user0121
2020-01-05,13:46:59,user0121
2020-01-05,13:49:15,user0121
2020-01-05,13:50:30,user0121
2020-01-05,13:51:45,user0121
2020-01-05,13:53:00,user0121
2020-01-05,14:06:20,user0121
2020-01-05,14:10:35,user0121
2020-01-05,14:18:39,user0121
2020-01-05,14:31:26,user0121
2020-01-05,14:38:27,user0121
2020-01-05,15:10:42,user0121
2020-01-05,16:10:42,user0121
2020-01-05,17:10:42,user0121
2020-01-05,17:55:28,user0121
2020-01-05,18:01:43,user0121
2020-01-05,18:21:39,user0054
2020-01-05,18:34:50,user0121
2020-01-05,18:38:21,user0121
2020-01-05,18:41:52,user0121
2020-01-05,19:14:21,user0121
2020-01-05,19:21:39,user0054
2020-01-05,19:57:20,user0054
2020-01-05,20:12:15,user0121
2020-01-05,20:15:45,user0121
2020-01-05,20:19:00,user0121
2020-01-05,20:24:00,user0121
2020-01-05,21:16:12,user0040
2020-01-05,21:24:00,user0121
2020-01-05,22:24:01,user0121
2020-01-05,23:08:29,user0121
2020-01-06,08:48:43,user0049
2020-01-06,09:06:33,user0049
2020-01-06,09:22:22,user0049
2020-01-06,10:04:59,user0049
2020-01-06,11:14:08,user0054
2020-01-06,11:29:26,user0054
2020-01-06,12:21:41,user0054
2020-01-06,14:36:27,user0054
2020-01-06,14:46:14,user0054
2020-01-06,17:05:24,user0121
2020-01-06,17:25:11,user0054
2020-01-06,17:47:58,user0054
2020-01-06,18:05:25,user0121
2020-01-06,19:05:25,user0121
2020-01-06,20:05:25,user0121
2020-01-06,21:05:25,user0121
2020-01-06,21:19:48,user0049
2020-01-06,22:05:25,user0121
2020-01-06,22:15:59,user0054
2020-01-06,22:17:40,user0024
2020-01-06,22:19:53,user0049
2020-01-06,22:38:44,user0054
2020-01-06,22:57:51,user0049
2020-01-06,23:05:25,user0121
2020-01-06,23:11:51,user0049
2020-01-06,23:17:40,user0024
2020-01-06,23:25:53,user0049
2020-01-06,23:39:45,user0049
2020-01-06,23:54:38,user0049
2020-01-07,00:06:16,user0049
2020-01-07,00:17:40,user0024
2020-01-07,00:20:33,user0049
2020-01-07,06:02:45,user0054
2020-01-07,07:02:46,user0054
2020-01-07,07:54:20,user0054
2020-01-07,08:14:25,user0054
2020-01-07,08:18:57,user0054
2020-01-07,08:31:19,user0054
2020-01-07,08:36:50,user0054
2020-01-07,08:42:22,user0054
2020-01-07,08:45:52,user0054
2020-01-07,11:43:10,user0054
2020-01-07,12:17:02,user0049
2020-01-07,12:21:56,user0054
2020-01-07,12:30:41,user0054
2020-01-07,12:36:56,user0054
2020-01-07,12:42:56,user0054
2020-01-07,12:48:41,user0054
2020-01-07,12:51:34,user0049
2020-01-07,12:54:26,user0054
2020-01-07,13:00:11,user0054
2020-01-07,13:03:13,user0054
2020-01-07,13:09:11,user0054
2020-01-07,13:15:11,user0054
2020-01-07,13:21:11,user0054
2020-01-07,13:26:13,user0049
2020-01-07,13:27:11,user0054
2020-01-07,13:33:26,user0054
2020-01-07,13:34:01,user0049
2020-01-07,13:39:26,user0054
2020-01-07,13:45:01,user0054
2020-01-07,14:15:35,user0054
2020-01-07,14:34:02,user0049
2020-01-07,15:15:45,user0054
2020-01-07,15:44:00,user0049
2020-01-07,16:15:45,user0054
2020-01-07,16:41:20,user0121
2020-01-07,17:10:06,user0054
2020-01-07,17:17:06,user0054
2020-01-07,17:41:20,user0121
2020-01-07,17:47:39,user0054
2020-01-07,18:23:03,user0054
2020-01-07,18:36:08,user0106
2020-01-07,18:41:20,user0121
2020-01-07,19:03:23,user0054
2020-01-07,19:36:08,user0106
2020-01-07,19:41:20,user0121
2020-01-07,20:03:23,user0054
2020-01-07,20:41:20,user0121
2020-01-07,21:03:23,user0054
2020-01-07,21:41:20,user0121
2020-01-07,22:03:25,user0054
2020-01-07,22:41:20,user0121
2020-01-07,23:03:26,user0054
2020-01-07,23:54:01,user0095
2020-01-08,00:03:26,user0054
2020-01-08,00:11:33,user0095
2020-01-08,00:31:36,user0095
2020-01-08,10:53:05,user0054
2020-01-08,11:27:42,user0054
2020-01-08,11:59:30,user0119
2020-01-08,12:59:31,user0119
2020-01-08,13:21:08,user0063
2020-01-08,13:30:28,user0063
2020-01-08,13:48:20,user0063
2020-01-08,13:52:04,user0063
2020-01-08,13:53:10,user0063
2020-01-08,13:55:17,user0063
2020-01-08,13:57:30,user0063
2020-01-08,13:59:32,user0119
2020-01-08,14:59:32,user0119
2020-01-08,16:39:18,user0095
2020-01-08,16:43:22,user0121
2020-01-08,16:44:37,user0121
2020-01-08,16:46:18,user0095
2020-01-08,16:49:40,user0095
2020-01-08,16:57:08,user0095
2020-01-08,17:44:37,user0121
2020-01-08,18:44:37,user0121
2020-01-08,19:44:38,user0121
2020-01-08,20:11:27,user0095
2020-01-08,20:33:15,user0095
2020-01-08,20:34:36,user0121
2020-01-08,21:34:36,user0121
2020-01-08,22:34:36,user0121
2020-01-08,22:51:53,user0095
2020-01-08,22:54:36,user0095
2020-01-08,22:56:11,user0095
2020-01-09,11:49:30,user0054
2020-01-09,11:53:00,user0054
2020-01-09,12:00:45,user0054
2020-01-09,12:38:15,user0054
2020-01-09,13:16:00,user0054
2020-01-09,13:54:48,user0054
2020-01-09,17:35:16,user0121
2020-01-09,17:55:10,user0054
2020-01-09,18:35:16,user0121
2020-01-09,19:35:16,user0121
2020-01-09,19:56:02,user0024
2020-01-09,19:56:35,user0000
2020-01-09,20:03:23,user0000
2020-01-09,20:04:08,user0054
2020-01-09,20:34:50,user0000
2020-01-09,20:35:16,user0121
2020-01-09,20:48:05,user0024
2020-01-09,20:53:23,user0054
2020-01-09,20:54:25,user0024
2020-01-09,20:57:25,user0024
2020-01-09,21:03:15,user0119
2020-01-09,21:09:59,user0119
2020-01-09,21:34:51,user0000
2020-01-09,21:35:16,user0121
2020-01-09,21:38:00,user0024
2020-01-09,21:51:08,user0024
2020-01-09,21:53:27,user0054
2020-01-09,22:05:16,user0054
2020-01-09,22:51:08,user0024
2020-01-09,23:00:57,user0054
2020-01-09,23:08:00,user0054
2020-01-09,23:51:07,user0024
2020-01-09,23:57:02,user0095
2020-01-10,00:03:45,user0000
2020-01-10,00:04:42,user0095
2020-01-10,00:20:43,user0095
2020-01-10,00:29:01,user0095
2020-01-10,07:56:34,user0000
2020-01-10,09:44:15,user0113
2020-01-10,10:25:54,user0040
2020-01-10,11:15:48,user0113
2020-01-10,11:22:16,user0054
2020-01-10,12:12:44,user0054
2020-01-10,12:25:19,user0083
2020-01-10,12:28:20,user0119
2020-01-10,12:28:52,user0083
2020-01-10,12:49:44,user0119
2020-01-10,12:53:54,user0086
2020-01-10,12:56:30,user0054
2020-01-10,13:30:59,user0054
2020-01-10,14:54:58,user0083
2020-01-10,17:37:09,user0121
2020-01-10,17:45:12,user0121
2020-01-10,18:02:46,user0121
2020-01-10,19:02:46,user0121
2020-01-10,20:02:46,user0121
2020-01-10,20:21:52,user0121
2020-01-10,20:25:54,user0121
2020-01-10,20:27:53,user0121
2020-01-10,20:49:20,user0054
2020-01-10,21:09:14,user0121
2020-01-10,21:18:44,user0121
2020-01-10,21:49:22,user0054
2020-01-10,21:59:56,user0000
2020-01-10,22:18:45,user0121
2020-01-10,22:44:21,user0121
2020-01-10,22:49:22,user0054
2020-01-10,22:59:56,user0000
2020-01-10,23:35:39,user0054
2020-01-10,23:59:57,user0000
2020-01-11,00:35:39,user0054
2020-01-11,00:59:57,user0000
2020-01-11,01:59:57,user0000
2020-01-11,02:59:58,user0000
2020-01-11,03:59:58,user0000
2020-01-11,08:12:37,user0121
2020-01-11,08:37:09,user0121
2020-01-11,08:40:26,user0000
2020-01-11,08:59:26,user0000
2020-01-11,09:17:05,user0000
2020-01-11,09:19:22,user0121
2020-01-11,10:19:23,user0121
2020-01-11,10:53:22,user0121
2020-01-11,11:01:07,user0054
2020-01-11,11:38:46,user0000
2020-01-11,11:51:07,user0000
2020-01-11,11:53:22,user0121
2020-01-11,12:00:01,user0000
2020-01-11,12:01:08,user0054
2020-01-11,12:04:46,user0000
2020-01-11,12:15:34,user0000
2020-01-11,12:24:21,user0000
2020-01-11,12:34:54,user0000
2020-01-11,12:35:19,user0000
2020-01-11,12:53:23,user0121
2020-01-11,13:01:08,user0054
2020-01-11,13:52:17,user0000
2020-01-11,13:53:23,user0121
2020-01-11,14:01:09,user0054
2020-01-11,14:02:33,user0000
2020-01-11,14:53:23,user0121
2020-01-11,15:01:10,user0054
2020-01-11,15:30:08,user0054
2020-01-11,15:53:24,user0121
2020-01-11,16:11:13,user0064
2020-01-11,16:29:01,user0064
2020-01-11,16:30:08,user0054
2020-01-11,16:53:24,user0121
2020-01-11,17:30:08,user0054
2020-01-11,17:53:24,user0121
2020-01-11,18:30:08,user0054
2020-01-11,18:53:24,user0121
2020-01-11,19:30:08,user0054
2020-01-11,19:53:24,user0121
2020-01-11,19:55:42,user0054
2020-01-11,20:34:55,user0054
2020-01-11,20:53:25,user0121
2020-01-11,21:23:26,user0054
2020-01-11,21:51:27,user0054
2020-01-11,21:53:25,user0121
2020-01-11,21:55:12,user0054
2020-01-11,23:04:38,user0000
2020-01-11,23:09:08,user0000
2020-01-11,23:18:25,user0000
2020-01-12,11:31:26,user0121
2020-01-12,12:31:26,user0121
2020-01-12,13:31:26,user0121
2020-01-12,14:19:55,user0121
2020-01-12,14:29:11,user0121
2020-01-12,14:33:41,user0121
2020-01-12,15:33:41,user0121
2020-01-12,16:33:41,user0121
2020-01-12,17:33:42,user0121
2020-01-12,18:06:09,user0113
2020-01-12,18:33:42,user0121
2020-01-12,19:26:37,user0113
2020-01-12,19:33:43,user0121
2020-01-12,19:35:52,user0113
2020-01-12,19:39:53,user0113
2020-01-12,19:52:59,user0113
2020-01-12,20:33:43,user0121
2020-01-12,21:23:49,user0054
2020-01-12,21:44:04,user0054
2020-01-12,21:50:52,user0113
2020-01-12,21:59:22,user0054
2020-01-12,22:37:06,user0054
2020-01-12,22:46:25,user0113
2020-01-12,23:33:19,user0054
2020-01-13,06:21:01,user0113
2020-01-13,07:21:02,user0113
2020-01-13,18:27:15,user0064
2020-01-13,19:15:35,user0121
2020-01-13,19:27:18,user0054
2020-01-13,19:35:22,user0121
2020-01-13,19:46:33,user0054
2020-01-13,20:07:54,user0054
2020-01-13,20:35:22,user0121
2020-01-13,20:59:30,user0054
2020-01-14,06:39:33,user0024
2020-01-14,15:10:38,user0054
2020-01-14,17:09:43,user0121
2020-01-14,17:47:41,user0030
2020-01-14,18:09:43,user0121
2020-01-14,18:22:44,user0119
2020-01-14,18:47:30,user0054
2020-01-14,18:47:42,user0030
2020-01-14,19:09:43,user0121
2020-01-14,19:47:43,user0030
2020-01-14,20:09:43,user0121
2020-01-14,20:14:49,user0054
2020-01-14,20:31:50,user0054
2020-01-14,21:09:43,user0121
2020-01-14,21:31:54,user0054
2020-01-14,21:48:01,user0064
2020-01-14,22:08:24,user0064
2020-01-14,22:39:05,user0064
2020-01-14,23:28:54,user0050
2020-01-15,00:28:55,user0050
2020-01-15,01:28:56,user0050
2020-01-15,02:28:56,user0050
2020-01-15,03:28:57,user0050
2020-01-15,04:28:58,user0050
2020-01-15,05:28:59,user0050
2020-01-15,06:29:00,user0050
2020-01-15,06:38:48,user0000
2020-01-15,07:06:51,user0000
2020-01-15,07:29:00,user0050
2020-01-15,07:37:35,user0030
2020-01-15,08:06:56,user0119
2020-01-15,08:29:01,user0050
2020-01-15,08:37:40,user0030
2020-01-15,09:06:58,user0119
2020-01-15,09:29:02,user0050
2020-01-15,09:37:47,user0030
2020-01-15,10:29:03,user0050
2020-01-15,10:37:48,user0030
2020-01-15,11:29:04,user0050
2020-01-15,11:37:50,user0030
2020-01-15,12:29:05,user0050
2020-01-15,12:37:51,user0030
2020-01-15,12:50:39,user0030
2020-01-15,13:29:06,user0050
2020-01-15,14:29:06,user0050
2020-01-15,15:29:07,user0050
2020-01-15,16:29:08,user0050
2020-01-15,17:29:08,user0050
2020-01-15,18:29:09,user0050
2020-01-15,18:42:10,user0054
2020-01-15,19:29:12,user0050
2020-01-15,19:42:11,user0054
2020-01-15,20:29:12,user0050
2020-01-15,20:42:18,user0054
2020-01-15,21:02:02,user0054
2020-01-15,21:04:32,user0054
2020-01-15,21:29:14,user0050
2020-01-15,22:04:34,user0054
2020-01-15,22:25:12,user0054
2020-01-15,22:29:15,user0050
2020-01-15,23:12:35,user0054
2020-01-15,23:29:16,user0050
2020-01-16,00:29:17,user0050
2020-01-16,01:29:17,user0050
2020-01-16,02:29:18,user0050
2020-01-16,03:29:18,user0050
2020-01-16,04:29:19,user0050
2020-01-16,05:29:19,user0050
2020-01-16,06:29:21,user0050
2020-01-16,07:29:22,user0050
2020-01-16,08:29:22,user0050
2020-01-16,09:29:23,user0050
2020-01-16,09:54:10,user0054
2020-01-16,10:15:39,user0054
2020-01-16,10:29:24,user0050
2020-01-16,11:06:55,user0050
2020-01-16,11:08:40,user0050
2020-01-16,11:10:26,user0050
2020-01-16,11:12:11,user0050
2020-01-16,11:13:55,user0050
2020-01-16,11:15:40,user0054
2020-01-16,11:52:26,user0054
2020-01-16,12:11:58,user0054
2020-01-16,12:13:56,user0050
2020-01-16,12:33:39,user0054
2020-01-16,13:13:56,user0050
2020-01-16,13:36:19,user0054
2020-01-16,14:13:57,user0050
2020-01-16,15:13:57,user0050
2020-01-16,15:14:22,user0054
2020-01-16,15:17:09,user0054
2020-01-16,16:13:58,user0050
2020-01-16,16:17:09,user0054
2020-01-16,17:13:58,user0050
2020-01-16,17:39:41,user0121
2020-01-16,18:13:58,user0050
2020-01-16,18:24:07,user0121
2020-01-16,19:13:59,user0050
2020-01-16,19:21:37,user0121
2020-01-16,20:14:00,user0050
2020-01-16,20:21:37,user0121
2020-01-16,20:28:48,user0027
2020-01-16,21:05:32,user0000
2020-01-16,21:14:00,user0050
2020-01-16,21:18:41,user0000
2020-01-16,21:21:37,user0121
2020-01-16,21:31:07,user0027
2020-01-16,21:37:51,user0027
2020-01-16,22:10:23,user0027
2020-01-16,22:14:00,user0050
2020-01-16,22:21:37,user0121
2020-01-16,22:59:00,user0121
2020-01-16,23:14:01,user0050
2020-01-16,23:23:54,user0121
2020-01-17,00:14:01,user0050
2020-01-17,01:14:03,user0050
2020-01-17,02:14:04,user0050
2020-01-17,03:14:05,user0050
2020-01-17,04:04:21,user0030
2020-01-17,04:14:06,user0050
2020-01-17,05:14:07,user0050
2020-01-17,06:14:08,user0050
2020-01-17,06:41:14,user0027
2020-01-17,07:14:09,user0050
2020-01-17,08:14:09,user0050
2020-01-17,09:14:10,user0050
2020-01-17,10:14:11,user0050
2020-01-17,11:14:11,user0050
2020-01-17,12:11:00,user0000
2020-01-17,12:14:12,user0050
2020-01-17,13:14:13,user0050
2020-01-17,14:14:14,user0050
2020-01-17,14:41:27,user0000
2020-01-17,15:14:14,user0050
2020-01-17,15:16:20,user0000
2020-01-17,15:21:04,user0000
2020-01-17,16:14:14,user0050
2020-01-17,17:14:15,user0050
2020-01-17,18:14:15,user0050
2020-01-17,19:14:15,user0050
2020-01-17,19:35:17,user0121
2020-01-17,19:38:32,user0000
2020-01-17,19:41:01,user0000
2020-01-17,19:47:16,user0000
2020-01-17,19:59:43,user0027
2020-01-17,20:07:55,user0000
2020-01-17,20:14:17,user0050
2020-01-17,20:21:26,user0000
2020-01-17,20:27:27,user0000
2020-01-17,20:35:17,user0121
2020-01-17,20:59:43,user0027
2020-01-17,21:09:49,user0000
2020-01-17,21:11:34,user0000
2020-01-17,21:14:18,user0050
2020-01-17,21:16:35,user0000
2020-01-17,21:22:24,user0000
2020-01-17,21:28:58,user0000
2020-01-17,21:32:13,user0000
2020-01-17,21:35:17,user0121
2020-01-17,21:41:13,user0000
2020-01-17,21:48:47,user0121
2020-01-17,21:50:17,user0121
2020-01-17,21:59:43,user0027
2020-01-17,22:01:38,user0000
2020-01-17,22:14:19,user0050
2020-01-17,22:29:29,user0121
2020-01-17,23:07:11,user0121
2020-01-17,23:14:20,user0050
2020-01-18,00:15:36,user0050
2020-01-18,00:18:35,user0050
2020-01-18,01:01:36,user0050
2020-01-18,02:01:37,user0050
2020-01-18,03:01:37,user0050
2020-01-18,04:01:39,user0050
2020-01-18,05:01:39,user0050
2020-01-18,06:01:39,user0050
2020-01-18,07:01:41,user0050
2020-01-18,08:01:42,user0050
2020-01-18,08:07:11,user0027
2020-01-18,09:01:43,user0050
2020-01-18,09:07:11,user0027
2020-01-18,10:01:43,user0050
2020-01-18,10:07:11,user0027
2020-01-18,10:14:37,user0000
2020-01-18,11:01:43,user0050
2020-01-18,11:07:11,user0027
2020-01-18,12:01:44,user0050
2020-01-18,13:19:33,user0106
2020-01-18,14:19:33,user0106
2020-01-18,21:27:07,user0000
2020-01-18,21:54:53,user0000
2020-01-18,22:01:41,user0000
2020-01-18,22:09:54,user0000
2020-01-18,22:30:27,user0000
2020-01-18,23:00:44,user0000
2020-01-18,23:05:28,user0000
2020-01-19,02:46:42,user0000
2020-01-19,07:26:25,user0000
2020-01-19,10:26:42,user0000
2020-01-19,12:26:12,user0000
2020-01-19,12:28:13,user0000
2020-01-19,14:09:45,user0085
2020-01-19,14:35:14,user0030
2020-01-19,16:56:57,user0054
2020-01-19,17:35:15,user0085
2020-01-19,17:40:00,user0085
2020-01-19,18:01:27,user0085
2020-01-19,18:19:48,user0085
2020-01-19,18:38:11,user0085
2020-01-19,18:46:28,user0093
2020-01-19,18:49:32,user0085
2020-01-19,19:06:53,user0085
2020-01-19,19:23:56,user0085
2020-01-19,20:19:26,user0067
2020-01-19,21:28:21,user0054
2020-01-19,21:35:54,user0027
2020-01-19,22:28:21,user0054
2020-01-19,22:29:46,user0093
2020-01-19,22:35:54,user0027
2020-01-19,22:48:59,user0054
2020-01-19,22:54:50,user0121
2020-01-20,07:44:06,user0121
2020-01-20,08:44:06,user0121
2020-01-20,13:06:45,user0017
2020-01-20,15:29:47,user0027
2020-01-20,17:58:00,user0093
2020-01-20,18:26:36,user0054
2020-01-20,19:47:02,user0027
2020-01-20,20:47:02,user0027
2020-01-20,21:20:01,user0027
2020-01-20,21:52:30,user0054
2020-01-20,21:57:17,user0000
2020-01-20,22:02:47,user0000
2020-01-20,22:05:25,user0121
2020-01-20,22:33:51,user0054
2020-01-20,22:48:22,user0000
2020-01-20,23:33:51,user0054
2020-01-21,06:02:55,user0027
2020-01-21,09:32:57,user0054
2020-01-21,09:48:07,user0027
2020-01-21,10:37:55,user0095
2020-01-21,10:43:11,user0095
2020-01-21,10:48:07,user0027
2020-01-21,10:52:12,user0095
2020-01-21,11:09:18,user0095
2020-01-21,11:30:41,user0095
2020-01-21,11:48:12,user0027
2020-01-21,11:56:46,user0119
2020-01-21,12:29:18,user0095
2020-01-21,12:41:44,user0024
2020-01-21,12:48:12,user0027
2020-01-21,13:29:23,user0095
2020-01-21,13:41:44,user0024
2020-01-21,13:48:12,user0027
2020-01-21,14:29:24,user0095
2020-01-21,14:43:44,user0119
2020-01-21,15:18:49,user0027
2020-01-21,16:18:49,user0027
2020-01-21,17:17:31,user0125
2020-01-21,19:54:48,user0095
2020-01-21,20:15:19,user0054
2020-01-21,20:32:06,user0054
2020-01-21,20:38:29,user0121
2020-01-21,20:46:35,user0027
2020-01-21,20:54:48,user0095
2020-01-21,21:29:26,user0095
2020-01-21,21:32:06,user0054
2020-01-21,21:38:29,user0121
2020-01-21,21:46:35,user0027
2020-01-21,21:51:11,user0095
2020-01-21,22:16:48,user0093
2020-01-21,22:42:58,user0095
2020-01-22,00:39:27,user0000
2020-01-22,00:47:58,user0000
2020-01-22,00:55:29,user0000
2020-01-22,01:13:22,user0000
2020-01-22,07:28:22,user0000
2020-01-22,11:57:26,user0095
2020-01-22,12:17:13,user0095
2020-01-22,13:07:10,user0095
2020-01-22,13:35:15,user0095
2020-01-22,13:42:34,user0095
2020-01-22,15:41:41,user0093
2020-01-22,16:38:56,user0027
2020-01-22,16:41:41,user0093
2020-01-22,17:41:41,user0093
2020-01-22,18:21:03,user0121
2020-01-22,18:41:41,user0093
2020-01-22,19:21:03,user0121
2020-01-22,19:35:30,user0095
2020-01-22,19:39:24,user0054
2020-01-22,20:21:03,user0121
2020-01-22,21:00:52,user0054
2020-01-22,21:21:03,user0121
2020-01-22,21:42:01,user0054
2020-01-22,22:21:03,user0121
2020-01-22,22:42:02,user0054
2020-01-22,22:50:20,user0054
2020-01-23,09:42:28,user0054
2020-01-23,10:13:21,user0054
2020-01-23,10:17:03,user0054
2020-01-23,11:01:38,user0040
2020-01-23,11:10:55,user0054
2020-01-23,11:57:59,user0040
2020-01-23,12:10:55,user0054
2020-01-23,13:10:55,user0054
2020-01-23,13:11:28,user0050
2020-01-23,13:21:28,user0054
2020-01-23,13:23:28,user0054
2020-01-23,13:24:58,user0054
2020-01-23,13:26:28,user0054
2020-01-23,13:28:34,user0054
2020-01-23,13:30:34,user0054
2020-01-23,13:47:40,user0049
2020-01-23,13:50:44,user0050
2020-01-23,14:12:57,user0054
2020-01-23,14:41:53,user0095
2020-01-23,14:50:45,user0050
2020-01-23,15:03:38,user0049
2020-01-23,15:32:14,user0095
2020-01-23,15:55:16,user0095
2020-01-23,16:05:37,user0054
2020-01-23,16:06:36,user0054
2020-01-23,17:01:42,user0050
2020-01-23,17:24:39,user0050
2020-01-23,17:42:10,user0050
2020-01-23,18:02:43,user0050
2020-01-23,18:10:45,user0121
2020-01-23,18:29:23,user0095
2020-01-23,18:37:25,user0095
2020-01-23,18:42:56,user0095
2020-01-23,19:02:18,user0054
2020-01-23,19:02:44,user0050
2020-01-23,19:10:45,user0121
2020-01-23,19:38:15,user0054
2020-01-23,19:38:25,user0027
2020-01-23,19:46:40,user0054
2020-01-23,19:49:42,user0054
2020-01-23,19:52:32,user0054
2020-01-23,20:02:51,user0050
2020-01-23,20:10:45,user0121
2020-01-23,20:38:25,user0027
2020-01-23,20:52:32,user0054
2020-01-23,21:02:52,user0050
2020-01-23,21:10:45,user0121
2020-01-23,21:35:43,user0085
2020-01-23,21:38:25,user0027
2020-01-23,21:45:56,user0054
2020-01-23,21:54:57,user0085
2020-01-23,22:07:23,user0085
2020-01-23,22:19:57,user0085
2020-01-23,22:33:42,user0085
2020-01-23,22:41:41,user0085
2020-01-23,23:03:37,user0095
2020-01-24,00:17:32,user0050
2020-01-24,08:04:24,user0000
2020-01-24,08:17:15,user0000
2020-01-24,09:17:14,user0000
2020-01-24,10:17:14,user0000
2020-01-24,11:17:15,user0000
2020-01-24,12:17:17,user0000
2020-01-24,13:17:24,user0000
2020-01-24,14:17:25,user0000
2020-01-24,15:08:21,user0024
2020-01-24,15:17:26,user0000
2020-01-24,15:51:43,user0024
2020-01-24,15:58:48,user0000
2020-01-24,16:45:15,user0024
2020-01-24,16:50:14,user0027
2020-01-24,16:58:48,user0000
2020-01-24,17:10:38,user0024
2020-01-24,17:46:55,user0000
2020-01-24,17:48:57,user0000
2020-01-24,17:50:14,user0027
2020-01-24,17:51:04,user0000
2020-01-24,18:08:08,user0121
2020-01-24,19:08:08,user0121
2020-01-24,19:22:57,user0121
2020-01-24,19:25:12,user0121
2020-01-24,19:28:49,user0049
2020-01-24,20:25:12,user0121
2020-01-24,20:28:49,user0049
2020-01-24,20:46:13,user0049
2020-01-24,21:25:12,user0121
2020-01-24,22:25:12,user0121
2020-01-24,22:31:29,user0121
2020-01-25,00:15:05,user0000
2020-01-25,07:54:06,user0054
2020-01-25,08:06:55,user0000
2020-01-25,08:07:42,user0000
2020-01-25,08:09:12,user0000
2020-01-25,08:20:12,user0000
2020-01-25,08:24:13,user0000
2020-01-25,08:27:28,user0000
2020-01-25,08:31:15,user0000
2020-01-25,08:34:59,user0000
2020-01-25,08:38:14,user0000
2020-01-25,08:45:33,user0000
2020-01-25,08:46:47,user0000
2020-01-25,09:47:50,user0000
2020-01-25,09:48:42,user0000
2020-01-25,10:11:32,user0000
2020-01-25,10:13:32,user0000
2020-01-25,10:17:19,user0000
2020-01-25,10:19:49,user0000
2020-01-25,10:22:04,user0000
2020-01-25,10:24:49,user0000
2020-01-25,10:27:34,user0000
2020-01-25,10:30:34,user0000
2020-01-25,10:33:05,user0000
2020-01-25,10:35:36,user0000
2020-01-25,10:37:51,user0000
2020-01-25,10:40:07,user0000
2020-01-25,10:42:37,user0000
2020-01-25,10:45:08,user0000
2020-01-25,10:48:02,user0000
2020-01-25,10:49:31,user0000
2020-01-25,10:52:05,user0000
2020-01-25,10:54:36,user0000
2020-01-25,10:57:06,user0000
2020-01-25,10:59:36,user0000
2020-01-25,11:03:23,user0000
2020-01-25,11:34:05,user0121
2020-01-25,12:16:25,user0000
2020-01-25,12:26:56,user0000
2020-01-25,12:34:05,user0121
2020-01-25,12:44:11,user0000
2020-01-25,12:51:32,user0027
2020-01-25,13:16:00,user0000
2020-01-25,13:26:33,user0121
2020-01-25,13:29:27,user0000
2020-01-25,13:30:13,user0000
2020-01-25,13:31:43,user0000
2020-01-25,13:35:46,user0000
2020-01-25,13:38:47,user0000
2020-01-25,13:41:18,user0000
2020-01-25,13:44:18,user0000
2020-01-25,13:46:50,user0000
2020-01-25,13:58:43,user0000
2020-01-25,14:00:42,user0000
2020-01-25,14:03:14,user0000
2020-01-25,14:05:59,user0000
2020-01-25,14:08:49,user0000
2020-01-25,14:12:11,user0027
2020-01-25,14:14:03,user0000
2020-01-25,14:16:48,user0000
2020-01-25,14:19:19,user0000
2020-01-25,14:22:20,user0000
2020-01-25,14:26:33,user0121
